1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.91469,1.4812,-0.14528,-0.55829,0.99938,2.7424,-1.8013,-1.3198,-0.55267,-0.45255,-0.62234,-0.50771,2.7424,0.30384,0
-0.3066,-0.85214,-0.68413,-0.26544,-1.6716,-0.6986,2.0518,2.4052,0.28054,-1.3319,-1.2401,0.83672,-0.6986,0.035315,0
-1.0672,0.74055,-0.5684,-0.8544,0.52593,1.9875,-1.2196,-1.0081,-0.84397,-0.33201,0.20211,1.3433,1.9875,0.6113,0
-0.58567,1.5731,-0.1176,-0.23429,0.86404,1.921,-1.0952,-0.90576,6.4367,0.23148,-0.75821,-1.9235,1.921,0.0085766,0
-1.5263,-0.054643,-1.2354,-1.4481,-0.38716,1.3157,-1.1581,-0.9534,0.90802,-0.77798,-0.54613,-0.044338,1.3157,1.3701,0
-1.5263,-0.054643,-1.2354,-1.4481,-0.33451,1.4835,-1.1878,-0.97565,0.96729,-0.56859,-0.76962,-0.85841,1.4835,1.3701,0
-0.9166,1.2661,0.013511,-0.26417,0.66893,2.4887,-1.5326,-1.0344,-0.62405,0.42949,-0.099824,-0.77742,2.4887,0.034218,0
-1.5263,0.21011,-1.0317,-1.4481,0.014143,1.6513,-1.2848,-1.0606,0.091563,-0.8762,-0.48367,0.54506,1.6513,1.3701,0
-0.61439,1.3929,-0.0233,-0.26813,1.097,1.8991,-1.2676,-1.0212,3.2186,-0.088422,0.10677,-0.10192,1.8991,0.037639,0
-0.77987,-0.83408,-0.69639,-0.84125,0.23493,-0.35937,-0.19609,-0.26396,1.2499,-0.47655,-1.0894,-0.87657,-0.35937,0.59678,0
-1.2235,0.73462,-0.82252,-1.1549,0.011285,0.22361,-1.0191,-0.89766,-0.10949,-0.55068,-0.93265,-0.53974,0.22361,0.96815,0
-0.60989,0.89736,-0.1894,-0.55932,0.93664,0.30849,-0.98677,-0.8992,4.1082,0.061265,0.14984,0.19031,0.30849,0.30484,0
0.31463,-0.31257,0.043855,0.041428,-0.24397,-0.36121,0.30435,0.071686,-0.93386,0.18668,-0.1001,-0.45612,-0.36121,-0.21449,0
-1.2173,1.4342,-0.29185,-0.85112,1.337,2.9977,-1.5635,-1.176,-0.56955,0.28781,-0.93674,-1.4254,2.9977,0.60768,0
0.94357,3.9297,1.8812,0.95015,3.1829,0.82132,-1.4902,-1.2791,1.3248,1.3341,2.1472,0.26825,0.82132,-0.81044,0
-1.2232,0.73501,-0.67536,-0.85829,0.49458,2.0684,-1.2099,-0.98142,-0.049417,-0.25876,-0.15811,0.017786,2.0684,0.61561,0
-0.62757,-0.7112,-0.57965,-0.57892,0.48764,-0.032638,-0.57358,-0.60119,0.9194,-0.93196,-0.83279,-0.20855,-0.032638,0.32401,0
-0.62757,-0.65847,-0.57965,-0.72655,0.47132,-0.032641,-0.56317,-0.58346,0.77393,-0.84168,-0.79155,-0.30152,-0.032641,0.47866,0
-0.62757,-0.76391,-0.59317,-0.72655,0.47808,-0.11618,-0.5292,-0.57574,0.96891,-0.97104,-1.0815,-0.36603,-0.11618,0.47866,0
-0.4141,2.0834,0.59817,0.048498,1.7907,3.3418,-1.6585,-1.1759,0.71141,0.48059,0.964,-0.11131,3.3418,-0.21991,0
-0.2915,2.0834,0.59817,0.048495,1.7611,3.3418,-1.6445,-1.1712,0.55698,0.49082,0.79223,-0.36642,3.3418,-0.21991,0
-0.60953,2.0627,0.63694,0.7754,1.2502,3.0355,-2.134,-1.3712,1.1857,0.60137,-0.10565,-1.0147,3.0355,-0.65524,0
-0.93802,1.7554,0.036822,-0.58615,1.3222,3.3022,-1.8568,-1.2907,0.46014,-0.061274,-0.46774,-0.7679,3.3022,0.33113,0
0.0053437,-0.31602,-0.0043298,0.037944,-0.38742,-0.36186,0.62913,0.47061,-0.68144,-0.10484,-0.15455,-0.6,-0.36186,-0.21182,0
-0.62917,2.0275,0.46519,-0.13796,1.1193,3.1405,-2.059,-1.382,0.23604,0.013335,1.6471,2.0744,3.1405,-0.068597,0
-0.71964,-0.83534,-0.60272,-0.54504,0.19387,-0.35963,-0.54849,-0.63874,1.1457,-1.2097,-1.1402,0.32734,-0.35963,0.29098,0
-0.59702,-0.83534,-0.59011,-0.54504,0.19561,-0.35963,-0.56561,-0.64183,1.3404,-1.1009,-1.1658,-0.015013,-0.35963,0.29098,0
-0.91508,1.7982,0.4519,1.8134,1.1359,3.1615,-2.1539,-1.3391,-1.3115,0.63332,1.4338,1.4409,3.1615,-1.2356,0
-0.91654,1.5309,0.040577,-0.5605,1.0679,3.3275,-1.9239,-1.3103,0.28989,-0.20227,-0.85116,-1.4195,3.3275,0.306,0
-0.60309,1.8091,0.6527,0.93303,1.5349,3.0001,-1.8313,-1.216,-0.086002,0.77156,1.0176,0.48331,3.0001,-0.80082,0
-0.65833,-0.83534,-0.59011,-0.54504,0.17866,-0.35963,-0.56126,-0.64574,1.3116,-1.3134,-1.0125,0.77493,-0.35963,0.29098,0
-0.31222,1.5202,1.1018,2.0962,0.082513,2.0643,-2.5631,-1.2821,-0.56984,0.3137,-0.13397,-0.62387,2.0643,-1.3533,0
-0.65833,-0.83534,-0.60272,-0.54504,0.21168,-0.35963,-0.56241,-0.65548,1.3694,-1.232,-1.1743,0.016443,-0.35963,0.29098,0
-0.59702,-0.83534,-0.59011,-0.54504,0.24565,-0.35963,-0.61393,-0.68228,1.3405,-1.1821,-1.1164,0.11674,-0.35963,0.29098,0
-1.7079,-1.9058,-1.9041,-1.7427,-1.6113,-0.36193,-0.024924,-0.020724,-1.2462,-1.2294,-1.6755,-0.21815,-0.36193,1.8404,0
-0.65226,1.4619,-0.18229,-0.60629,1.1162,2.2854,-1.3091,-1.122,-0.17633,0.19287,0.36901,0.0045651,2.2854,0.35105,0
-1.5601,-0.058187,-1.3164,-1.487,0.039706,1.2887,-1.2031,-1.0275,-0.72079,-1.168,-0.61398,1.3992,1.2887,1.4279,0
0.85922,0.41182,0.98065,0.85972,1.1033,-0.04077,-0.69265,-0.83773,-0.44765,1.0753,0.34942,-0.98191,-0.04077,-0.75901,0
0.98128,1.27,1.6689,1.5182,2.0745,0.309,-1.0682,-1.0232,0.30453,2.0942,1.3051,-0.85749,0.309,-1.1023,0
-0.91435,1.5348,0.61762,2.1113,1.3459,2.9945,-2.1161,-1.2525,-1.031,0.61404,0.82828,0.13505,2.9945,-1.3594,0
-0.91754,1.5026,-0.066916,-0.5617,0.96938,2.991,-1.825,-1.2839,-0.20621,-0.14818,0.27842,0.33867,2.991,0.30716,0
1.8073,1.0058,1.6864,1.8153,-0.14991,-0.36228,-0.84414,-0.94835,-0.77418,1.7722,0.075843,-0.96701,-0.36228,-1.2365,0
