1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.5348,0.74364,1.6062,1.5216,1.0264,-0.69771,-0.60397,-0.83927,0.73635,0.93911,1.035,0.53481,-0.69771,-1.1039,0
-0.91542,0.73875,-0.59427,-0.85566,0.33807,1.9865,-1.2339,-1.0045,-0.81222,-0.75298,-0.11556,0.66527,1.9865,0.6127,0
-1.2227,0.4713,-0.83139,-1.154,0.14498,1.985,-1.4931,-1.1536,-0.77869,-0.8196,-0.74884,0.43467,1.985,0.9671,1
0.61117,0.20748,0.35426,0.62496,-1.0323,-0.36296,0.44314,0.14926,-0.45747,0.42726,0.3095,-0.35378,-0.36296,-0.61817,0
0.61043,1.318,1.0637,0.62417,1.207,0.64323,-1.2207,-1.1068,-0.17179,-0.085331,0.87627,1.188,0.64323,-0.61768,1
-0.91734,1.2648,-0.10117,-0.56146,0.954,2.6558,-1.7547,-1.2489,0.26701,0.42996,0.78255,-0.35755,2.6558,0.30693,1
0.72407,0.7262,1.1891,0.91105,1.582,0.054039,-0.79735,-0.90638,0.090541,1.04,0.49316,-0.77456,0.054039,-0.78839,1
-0.61239,0.81419,-0.3567,-0.71025,0.99043,-0.027866,-0.9598,-0.89859,0.44258,0.54359,0.5288,-0.17393,-0.027866,0.46165,1
-0.91256,0.58438,-0.60088,-0.85247,0.16552,1.4012,-1.1455,-0.94205,0.89152,-0.39507,-1.0026,-0.99335,1.4012,0.60916,1
-0.6116,-1.1162,-0.84171,-0.85759,-0.40942,-0.36308,-0.1832,-0.28069,1.312,-0.72938,-0.98749,-0.14659,-0.36308,0.61484,1
-0.6086,-0.84824,-0.69051,-0.85447,-0.22954,-0.36237,-0.042338,-0.058497,-0.17436,-0.21829,-0.40482,-0.12672,-0.36237,0.61138,1
-1.2183,-1.3758,-1.3396,-1.149,-0.83315,-0.36188,0.2169,0.21851,-0.42411,-1.2795,-0.92873,0.86048,-0.36188,0.96075,1
1.2101,0.98811,1.5932,1.5005,1.8384,-0.030163,-0.91781,-1.0236,0.89738,1.355,0.62921,-0.76206,-0.030163,-1.094,1
-0.64081,0.87658,-0.40628,-0.5936,0.8398,0.25472,-0.99034,-0.90639,-0.064329,-0.10641,0.43591,1.016,0.25472,0.33848,1
1.2245,0.73907,1.548,1.2202,1.8056,-0.36259,-0.74232,-0.93544,1.2719,1.2921,1.4375,0.19692,-0.36259,-0.95553,0
-1.2224,-1.3805,-1.1064,-1.1537,-0.2703,-0.36301,-0.40189,-0.53555,-0.23575,-0.8828,-0.27507,0.94346,-0.36301,0.96666,0
-0.93881,0.43819,-0.82795,-1.1766,0.30919,-0.034946,-0.93408,-0.87415,-0.1864,-0.66695,-0.21495,0.58048,-0.034946,0.99599,0
-1.2235,0.57588,-0.73025,-1.1549,0.62068,0.64283,-1.1196,-1.0009,-0.28351,-0.3231,-0.47121,-0.070351,0.64283,0.96817,0
-1.2301,0.45899,-0.90945,-1.1624,-0.0017854,0.22071,-0.97445,-0.85105,-0.3356,-0.84718,-0.51449,0.31444,0.22071,0.97779,0
-1.2301,0.459,-0.89453,-1.1624,0.09355,0.3044,-1.0202,-0.87501,-0.56058,-0.80195,-0.38275,0.88339,0.3044,0.97779,0
-1.2301,0.459,-0.89453,-1.1624,0.02384,0.22072,-1.0091,-0.86588,-0.49168,-0.83918,-0.28615,0.43331,0.22072,0.97779,0
-1.5259,-1.9074,-1.7983,-1.7443,-1.3871,-0.36239,0.040559,0.076569,-0.66547,-1.4246,-1.9586,-0.82833,-0.36239,1.8432,0
-2.1377,-2.1727,-2.3918,-2.3378,-1.299,-0.36252,1.1671,1.6404,-1.1532,-1.382,-1.9505,-0.62441,-0.36252,3.0759,0
-2.139,-2.1742,-2.3919,-2.0428,-1.566,-0.36298,0.79227,1.1442,-0.89052,-1.8069,-1.8193,-0.017042,-0.36298,2.407,0
0.91916,0.20991,0.59433,0.62744,-0.49074,-0.36254,0.70334,0.49594,-0.75781,0.43886,0.36894,-0.012123,-0.36254,-0.61972,0
-2.136,-2.1705,-2.2827,-2.336,-1.2037,-0.3619,-0.034167,0.14026,-0.50511,-1.6301,-1.9922,-0.71828,-0.3619,3.0714,0
0.91916,0.20991,0.59433,0.62744,-0.45201,-0.36254,0.73276,0.48553,-0.59987,0.39187,-0.045733,-0.59437,-0.36254,-0.61972,0
0.61981,0.37566,0.52943,0.63428,-0.55146,-0.10936,0.4873,0.24369,-1.0619,0.48433,1.5401,0.94507,-0.10936,-0.62398,0
1.5391,0.74789,1.496,1.2292,1.2945,-0.36119,-0.49873,-0.78002,0.64183,1.2791,1.1284,-0.4893,-0.36119,-0.96019,0
-0.91495,-1.1137,-1.0351,-1.0034,-0.33657,-0.36252,0.22744,0.14595,-0.25719,-0.64182,-0.3083,-0.083573,-0.36252,0.78811,0
1.2326,1.0125,1.2924,1.2288,0.52876,-0.27724,-0.13895,-0.39458,-0.006214,0.90548,0.62316,-0.35528,-0.27724,-0.95996,0
0.91547,0.41787,0.7779,0.92002,0.22646,-0.36318,-0.19942,-0.47169,-0.7426,0.30642,1.4549,1.1392,-0.36318,-0.79347,0
0.61585,0.21244,0.59716,0.63002,0.28067,-0.3621,-0.054832,-0.35348,-0.90241,0.41339,1.5816,1.0442,-0.3621,-0.62132,0
-0.60925,-1.0078,-0.87247,-0.85514,-0.52608,-0.36252,0.18091,0.096671,-0.42865,-0.58296,-0.58606,0.10551,-0.36252,0.61212,0
-1.2205,-1.4313,-1.4041,-1.1515,-1.0784,-0.36249,0.49308,0.47862,-0.34834,-1.139,-1.196,0.040688,-0.36249,0.96392,0
-2.4449,-2.4393,-2.4486,-2.3396,-1.1545,-0.36312,0.74091,1.1431,-0.793,-1.6443,-1.7565,-0.1508,-0.36312,3.0804,0
0.31082,-0.051572,0.099413,0.33421,-1.0231,-0.69777,1.3431,1.4015,-0.12409,-0.31486,0.49757,0.66706,-0.69777,-0.42748,0
-2.1359,-2.1704,-2.3832,-2.3358,-1.2083,-0.36185,0.93608,1.3698,-1.0211,-1.3917,-2.1846,-1.379,-0.36185,3.071,0
1.2249,0.73939,1.2282,1.2205,0.71164,-0.36254,-0.12467,-0.38922,0.60192,2.449,1.6564,-1.6083,-0.36254,-0.9557,0
0.9351,0.49137,0.79133,0.94107,0.16765,-0.10736,-0.12702,-0.37121,-0.68322,0.1372,0.54745,0.10891,-0.10736,-0.80535,0
1.4653,0.73525,1.2527,1.5126,0.29225,-0.36319,-0.042623,-0.37457,-0.65709,0.81752,0.12563,-0.42915,-0.36319,-1.0997,0
0.62083,0.48279,0.56302,0.63537,-0.25834,-0.36119,0.47145,0.27312,-1.0344,0.40075,1.1613,0.52443,-0.36119,-0.62465,0
-0.61203,-1.1166,-0.95118,-0.85803,-0.72621,-0.36318,0.5034,0.46139,0.0091669,-0.68393,-0.65455,0.33593,-0.36318,0.61533,0
0.73227,0.47089,0.79173,0.62378,0.4399,-0.19546,-0.16781,-0.42111,-0.67371,0.34642,1.2095,0.9714,-0.19546,-0.61743,0
0.67683,0.47709,0.8831,0.77814,1.0456,-0.026375,-0.47899,-0.66303,-0.57285,0.010633,0.93235,0.82732,-0.026375,-0.70916,0
0.30491,-0.057893,0.16649,0.3278,-0.48387,-0.69852,0.41957,0.22474,-0.1327,-0.17865,-0.57146,0.039874,-0.69852,-0.42306,0
0.91983,0.21059,0.64837,0.62814,-0.1782,-0.36242,0.39302,0.13019,0.10536,0.16363,0.78296,1.1773,-0.36242,-0.62015,0
1.5099,0.71898,1.3564,1.3473,1.0582,-0.36578,-0.51474,-0.79405,-0.5966,0.96315,1.8677,1.1866,-0.36578,-1.0181,0
0.30768,0.20981,0.41924,0.33081,0.79687,-0.026938,-0.6698,-0.77039,0.31765,0.35343,0.74989,0.25438,-0.026938,-0.42514,0
0.79754,0.21059,0.63949,0.62814,-0.19292,-0.36242,0.34702,0.1056,-0.17046,0.53422,1.3023,1.0058,-0.36242,-0.62015,0
1.2451,0.91983,1.5593,1.2421,1.8912,-0.35919,-0.83501,-0.98133,1.2467,0.66468,0.24371,0.53222,-0.35919,-0.96681,0
1.2218,0.73621,1.2879,1.2172,0.63535,-0.36304,-0.30677,-0.56159,-0.04254,-0.29925,1.3648,2.5697,-0.36304,-0.95402,0
-2.1381,-2.1996,-2.4208,-2.3382,-1.1423,-0.36264,0.82592,1.2716,-1.2837,-1.4539,-1.9041,-0.48378,-0.36264,3.0768,0
1.4712,0.74119,1.3082,1.2224,0.71703,-0.53011,-0.2576,-0.5658,0.59231,7.2528,-0.27592,-3.2437,-0.53011,-0.95665,0
0.91993,0.44898,0.71025,0.62823,0.59642,-0.3624,-0.088869,-0.35284,-0.52807,0.64295,0.60315,-0.80441,-0.3624,-0.62021,0
1.2206,0.73493,1.0526,1.2159,-0.17408,-0.36325,0.4112,0.12376,0.36342,1.4889,-0.17048,-1.6802,-0.36325,-0.95334,0
1.2863,0.7397,1.3065,1.2208,0.64079,-0.36249,-0.66825,-0.90337,0.34529,3.3086,0.51809,-1.6984,-0.36249,-0.95587,0
1.5268,0.73567,1.1109,1.2167,-0.19847,-0.36313,0.3809,0.0098576,0.83886,0.16333,1.8301,1.3475,-0.36313,-0.95374,0
1.2209,0.73525,1.4059,1.2163,1.1285,-0.36319,-0.50159,-0.75316,0.60814,0.76103,1.0436,0.32466,-0.36319,-0.95351,0
0.30421,-0.05863,0.22066,0.32705,-0.34134,-0.36323,0.66588,0.50481,0.056705,-0.01724,-1.8092,-2.1392,-0.36323,-0.42254,0
-1.5262,-1.9078,-1.9127,-1.7446,-1.867,-0.36248,0.37968,0.46758,-1.0086,-1.5428,-0.97689,1.4188,-0.36248,1.8437,0
-0.91468,-0.84864,-0.5362,-0.55829,0.75312,-0.11071,-0.81387,-0.81759,1.383,-0.088739,0.049938,0.23967,-0.11071,0.30385,0
-2.1374,-2.1722,-2.1754,-2.0409,-0.65107,-0.36239,0.17006,0.28266,-0.09416,-1.1553,-1.6136,-0.97406,-0.36239,2.4031,0
0.0031272,-0.58322,-0.52523,0.035532,-1.9507,-0.69801,1.456,1.6916,2.0697,-1.2151,1.4713,5.32,-0.69801,-0.20996,0
0.003126,-0.58322,-0.52523,0.035532,-1.9673,-0.69801,1.4871,1.7401,1.3746,-1.2098,0.7344,3.8306,-0.69801,-0.20996,0
0.27323,-0.35475,-0.14509,0.29346,-1.1923,-0.36923,1.6091,1.7718,-1.0119,-0.53527,0.54144,1.9846,-0.36923,-0.39917,0
0.28477,-0.60656,-0.34494,0.01076,-1.9335,-0.70114,2.7973,3.5281,-1.7816,3.6279,0.33146,-2.1666,-0.70114,-0.19083,0
0.30542,-0.58657,-0.26085,0.031975,-1.275,-0.69847,1.7312,1.8694,-0.048782,-0.13427,-0.74602,-1.2566,-0.69847,-0.20723,0
0.31201,-0.58019,-0.2072,0.038742,-1.2102,-0.69761,1.887,2.0387,-1.3308,0.073885,-0.61097,-1.0314,-0.69761,-0.21243,0
0.00093109,-0.58548,-0.38567,-0.26333,-0.92691,-1.0339,1.7758,1.8438,4.0348,-0.66077,-0.62425,0.15392,-1.0339,0.033495,0
0.61549,-0.052784,0.14311,0.33298,-0.65293,-0.36217,0.93295,0.7962,-0.27802,0.56269,-0.096068,-1.0163,-0.36217,-0.42664,0
0.00093109,-0.58548,-0.39699,-0.26333,-0.93452,-1.0339,1.7886,1.8612,3.8696,-0.59124,-0.68413,-0.15627,-1.0339,0.033495,0
1.5199,0.7289,1.4023,1.5058,0.58795,-0.3642,-0.16014,-0.47718,0.28013,1.9792,0.54358,-1.1234,-0.3642,-1.0965,0
1.5199,0.7289,1.4023,1.5058,0.60107,-0.3642,-0.1582,-0.47953,0.34988,1.9215,0.53389,-1.1646,-0.3642,-1.0965,0
-0.91225,-1.1107,-1.1102,-0.85213,-0.72147,-0.36184,0.54614,0.51449,-0.53972,-0.75173,-0.93899,-0.62767,-0.36184,0.60879,0
-0.91019,-1.3734,-1.2027,-1.1467,-0.8447,-0.36132,1.0636,1.1418,0.31403,-1.0808,-1.5536,-0.37906,-0.36132,0.95778,0
-2.1372,-2.4368,-2.4981,-2.3372,-1.538,-0.36232,0.99294,1.3762,-1.0755,-1.7701,-1.7975,0.46239,-0.36232,3.0745,0
0.61374,0.36905,0.61957,0.62774,-0.30643,-0.27858,-0.014061,-0.28062,-0.70219,0.1374,1.2617,1.1749,-0.27858,-0.6199,0
-1.2234,-1.3816,-1.4137,-1.1548,-1.2527,-0.61481,0.56097,0.59778,-0.74003,-1.1472,-0.97152,0.42316,-0.61481,0.96807,0
-1.223,-1.6457,-1.4671,-1.1543,-1.3637,-0.57279,0.84331,0.93561,-0.60745,-1.1849,-1.4858,-0.48697,-0.57279,0.96745,0
-1.2181,-1.6404,-1.6288,-1.4455,-2.0119,-0.69768,1.5415,1.8428,-0.90169,-1.138,-1.4104,0.082815,-0.69768,1.3662,0
-0.91495,-1.3784,-1.1593,-1.1517,-0.59103,-0.36252,-0.16115,-0.22534,-0.41885,-0.39536,-1.0873,-0.81327,-0.36252,0.9641,0
-1.2181,-1.6404,-1.635,-1.4455,-2.0185,-0.86561,1.6383,1.9662,-1.0248,-1.0153,-1.4293,-0.38814,-0.86561,1.3662,0
-1.5253,-1.6419,-1.82,-1.447,-2.2211,-0.614,0.87251,1.0647,-1.3832,-1.4337,-1.9228,-1.157,-0.614,1.3684,0
0.43031,-0.3193,0.10028,0.33119,-0.54363,-0.69813,0.66336,0.41386,0.1503,0.11395,0.18308,-0.46721,-0.69813,-0.4254,0
0.3056,-0.32177,-0.038897,0.32856,-1.5996,-0.69843,0.98749,0.8694,-0.30439,-1.0822,-0.40324,1.3899,-0.69843,-0.42358,0
0.3056,-0.32177,-0.038897,0.32856,-1.5806,-0.69844,0.95341,0.8276,-0.36766,-1.0643,-0.37963,1.4345,-0.69844,-0.42358,0
0.30785,-0.26653,0.071517,0.331,-0.66463,-0.36253,0.54164,0.34353,-0.28914,0.075398,-1.0846,-1.7828,-0.36253,-0.42526,0
-0.91767,-1.1168,-1.0251,-0.85818,-0.9395,-0.69861,0.67344,0.73381,-0.1753,-1.1001,0.039327,2.0704,-0.69861,0.6155,0
-0.90503,-1.1025,-1.0129,-0.84405,-0.49077,-0.36,0.25339,0.19033,0.70447,-0.65179,-0.41898,0.56702,-0.36,0.59986,0
0.6211,0.4831,0.75013,0.78414,0.13208,-0.025054,-0.043377,-0.29197,-0.16797,0.79856,0.62995,0.051896,-0.025054,-0.71271,0
-0.9043,-1.3671,-1.2372,-1.1406,-1.2797,-0.35983,1.0558,1.1366,-0.019016,-0.89484,-0.98215,-0.24319,-0.35983,0.94999,0
0.61043,0.021488,0.44395,0.32781,0.46097,-0.36309,-0.38173,-0.58099,-0.28191,0.73642,-0.1551,-1.1414,-0.36309,-0.42306,0
-0.9043,-1.3671,-1.2423,-1.1406,-1.3213,-0.35983,1.115,1.2149,-0.18502,-0.92353,-0.94005,0.025821,-0.35983,0.94999,0
-0.30347,-1.0077,-0.72024,-0.55852,-1.5097,-0.69814,0.7684,0.63024,8.3782,-0.74557,-0.97774,-0.67987,-0.69814,0.30407,0
-0.61832,-1.1233,-0.98471,-0.56867,-1.5695,-0.36466,1.5865,1.9187,1.7906,-1.413,-0.74092,1.5065,-0.36466,0.31397,0
0.30378,-0.58816,-0.30351,0.030278,-1.0377,-0.69868,1.7426,1.9364,-0.57227,-0.2204,-0.1639,-0.72668,-0.69868,-0.20592,0
0.30725,-0.58481,-0.2937,0.033843,-2.2422,-0.69823,2.7352,3.4116,-0.97237,-0.15947,-1.7671,-1.9823,-0.69823,-0.20866,0
0.30733,-0.32001,-0.12607,0.033932,-0.48706,-0.69822,0.65273,0.50022,-1.1381,0.32082,0.63786,1.1969,-0.69822,-0.20873,0
0.12393,-0.32001,-0.12607,0.033932,-0.56151,-0.69822,0.70705,0.5629,-1.1786,0.028612,0.43555,1.2287,-0.69822,-0.20873,0
-0.054821,-0.61155,-0.46724,-0.28945,-1.045,-0.7018,0.88887,0.87022,1.0123,-0.42858,-0.54351,0.16598,-0.7018,0.056149,0
0.31098,-0.051393,0.083277,0.33439,-0.20171,-0.36192,0.70803,0.48165,-0.078161,-0.17562,-0.47714,-0.49553,-0.36192,-0.42761,0
-2.1394,-2.4394,-2.3949,-2.3397,-1.2929,-0.36315,1.0774,1.4653,-0.77337,-1.5728,-1.5077,0.42982,-0.36315,3.0805,0
-0.6017,0.11419,-0.48419,-0.55024,-0.51645,0.3117,-0.96068,-0.86114,0.80225,-0.25931,-0.97723,-0.91771,0.3117,0.29602,0
1.2132,0.72729,1.5205,1.2081,2.2188,-0.36446,-0.90575,-1.0521,0.23858,2.6014,1.6936,-0.043029,-0.36446,-0.94929,0
1.2132,0.72729,1.5205,1.2081,2.013,-0.36446,-0.89498,-1.0313,0.076051,3.1247,2.8813,-0.76694,-0.36446,-0.94929,0
0.59471,0.45389,0.62236,0.60722,0.34617,-0.36597,-0.1058,-0.35139,-0.52414,0.42761,0.33595,0.063161,-0.36597,-0.60708,0
0.28693,-0.60447,-0.35013,0.012982,-1.3933,-0.70086,2.1405,2.4734,1.0062,-0.70838,-0.48016,-0.0038398,-0.70086,-0.19255,0
0.28693,-0.60447,-0.35013,0.012982,-1.3734,-0.70086,2.09,2.3971,1.0204,-0.46185,-0.55648,-0.17843,-0.70086,-0.19255,0
0.58211,0.36099,0.67168,0.59365,0.91843,-0.11799,-0.38447,-0.61163,-1.1719,0.61793,0.61792,-0.3238,-0.11799,-0.59854,0
0.30837,-0.31895,-0.10505,0.035001,-0.78,-0.69808,1.1549,1.1037,0.12902,-0.22129,0.27657,-0.44329,-0.69808,-0.20956,0
0.31802,-0.57437,-0.16188,0.044918,-1.1207,-0.69684,1.2117,1.1728,-0.73428,-0.55328,0.21207,0.57808,-0.69684,-0.21717,0
0.0023241,-0.3193,-0.22705,0.034645,-1.3818,-0.69813,1.6569,1.7994,-0.385,-0.027938,-0.33292,-0.56795,-0.69813,-0.20928,0
-0.60968,-0.84944,-0.85926,-0.55909,-0.84041,-0.36262,0.58824,0.6633,0.30012,-0.61022,-0.1333,1.3115,-0.36262,0.30462,0
0.61374,-0.054549,0.37529,0.3312,-0.11063,-0.36249,0.30394,0.094381,-0.29329,0.32564,-0.1488,-0.81814,-0.36249,-0.4254,0
0.30767,-0.31966,-0.14585,0.034288,-1.1799,-0.61427,0.95824,0.87144,0.76677,-0.73389,-1.4817,-1.0627,-0.61427,-0.20901,0
0.031305,-0.34119,-0.19416,0.066276,-0.968,-0.69415,1.1172,1.0262,0.12257,-0.57561,-0.70497,-0.91095,-0.69415,-0.23347,0
0.60932,0.47006,0.83351,0.62298,1.4682,-0.02793,-0.56951,-0.79962,-0.071361,0.62253,0.76236,-0.14334,-0.02793,-0.61693,0
0.60932,0.47006,0.79082,0.62298,1.1864,-0.027928,-0.44343,-0.672,-0.20689,0.37037,1.0885,0.43453,-0.027928,-0.61693,0
0.60932,0.47006,0.79082,0.62298,1.2564,-0.027928,-0.47086,-0.72066,-0.0021238,1.0255,1.4287,0.16351,-0.027928,-0.61693,0
0.60932,0.47006,0.79082,0.62298,1.3831,-0.02793,-0.45133,-0.7098,0.20042,0.4506,1.0114,0.61318,-0.02793,-0.61693,0
-0.019816,-0.60681,-0.24569,0.01049,-1.2799,-0.70116,1.0371,0.95659,-0.34029,-0.7295,-0.73458,0.33501,-0.70116,-0.19062,0
0.3211,-0.57139,-0.21276,0.048076,-0.87145,-0.69644,1.0832,0.88612,0.16479,-0.60405,-0.57415,0.52081,-0.69644,-0.21959,0
-0.63785,-0.88081,-0.87884,-0.59031,-1.1518,-0.36925,0.80997,0.9148,0.4566,-0.76625,-1.2282,-0.87326,-0.36925,0.33523,0
0.2975,-0.33002,-0.13303,0.023836,-0.59409,-0.69949,0.79547,0.64013,-0.092756,0.48573,0.12691,0.13811,-0.69949,-0.20095,0
0.60335,-0.06504,0.18344,0.32056,-0.80561,-0.69939,0.89841,0.74345,-1.0053,-0.26082,-0.32348,-0.27877,-0.69939,-0.41804,0
0.2975,-0.33002,-0.13726,0.023836,-0.58447,-0.69949,0.77969,0.64003,0.11478,0.12723,0.11125,0.36863,-0.69949,-0.20095,0
0.36132,-0.53246,-0.03391,0.08939,-0.25228,-0.69124,0.7102,0.4928,0.22908,0.61305,0.38257,-0.62252,-0.69124,-0.25097,0
-0.01416,-0.33714,-0.065587,-0.13111,0.16765,-0.36589,0.076049,-0.16514,1.4835,-0.20558,0.16205,1.209,-0.36589,-0.074224,0
0.0084895,-0.84279,-0.59516,-0.25554,-1.5541,-0.69728,1.6068,1.7439,1.1441,-0.31895,-0.40557,-1.2514,-0.69728,0.026783,0
-0.6344,-0.87697,-0.83384,-0.58649,-0.8938,-0.36844,0.62972,0.71233,1.0489,-0.68096,-0.77817,0.23414,-0.36844,0.33146,0
0.0052672,-0.58102,-0.24687,-0.25886,-0.67369,-0.5298,0.7238,0.5713,0.5433,-0.44421,-0.85622,-1.3481,-0.5298,0.029641,0
1.2162,0.46598,1.0049,1.2112,-0.31447,-0.69911,0.33815,-0.074416,-0.33709,0.55428,0.89346,-0.17644,-0.69911,-0.95091,0
-0.30699,-0.588,-0.34696,-0.26585,-0.34446,-0.36328,0.010022,-0.19982,2.3288,-0.78426,0.017054,0.72695,-0.36328,0.035672,0
-0.30699,-0.588,-0.34696,-0.26585,-0.35155,-0.36328,-0.014151,-0.23154,2.4189,-1.1181,0.071383,1.6776,-0.36328,0.035672,0
0.30386,-0.58808,-0.19679,0.030373,-1.077,-0.69867,1.5128,1.487,-0.85353,0.23489,-0.12519,-0.46866,-0.69867,-0.20599,0
-1.5244,-1.376,-1.6008,-1.7427,-0.60586,-0.36195,-0.85785,-0.81437,-0.96714,-1.2691,-1.399,0.37332,-0.36195,1.8405,0
0.30812,-0.31921,0.0065404,0.03474,-0.48634,-0.36248,0.90863,0.79769,-0.83893,0.553,-0.53707,-1.7694,-0.36248,-0.20935,0
0.21476,-0.61551,-0.33779,0.0012615,-1.2631,-0.70233,2.1183,2.4321,-0.84779,-0.95634,-1.2463,-0.67175,-0.70233,-0.18344,0
0.90387,0.19459,0.71892,0.90758,0.017199,-0.36519,0.26592,-0.0027481,-0.49913,0.2119,0.1766,-0.5612,-0.36519,-0.78642,0
-0.7926,-1.1136,-0.91198,-0.85507,-0.73664,-0.36251,0.63108,0.63502,0.10663,-0.71866,-0.10179,0.34406,-0.36251,0.61204,0
-0.62637,-0.55161,-0.50016,-0.42991,-0.019719,-0.032265,-0.38641,-0.38666,-0.41421,-0.61429,-0.3888,-0.081292,-0.032265,0.18628,0
-1.5359,-1.9184,-1.8536,-1.7548,-1.5212,-0.53272,-0.25199,-0.23127,-0.96131,-1.5322,-1.8723,-0.46742,-0.53272,1.8616,0
-0.62392,-0.94445,-0.82862,-0.87039,-0.29788,-0.36597,0.25482,0.16434,-1.1401,-0.6346,-0.71657,-0.29171,-0.36597,0.62908,0
0.30386,-0.58808,-0.22774,0.030367,-1.4797,-0.69868,2.0161,2.238,-0.6025,0.1447,-0.46639,-0.20482,-0.69868,-0.20599,0
0.30777,-0.31957,-0.11764,0.034377,-0.87088,-0.61426,1.4602,1.474,-0.36413,-0.47686,1.6818,1.8531,-0.61426,-0.20908,0
0.30777,-0.31957,-0.11764,0.034377,-0.91302,-0.61426,1.5779,1.6591,-0.27593,-0.51402,1.6021,2.145,-0.61426,-0.20908,0
0.31082,-0.051571,0.43822,0.33421,0.73322,-0.026131,-0.63837,-0.78511,-0.53364,-0.11923,0.89499,1.1933,-0.026131,-0.42748,0
0.30777,-0.31957,-0.11764,0.034377,-0.89011,-0.61426,1.4898,1.5406,-0.39238,-0.42663,1.8175,1.921,-0.61426,-0.20908,0
0.30777,-0.31957,-0.11764,0.034377,-0.89854,-0.69817,1.5221,1.5658,-0.37507,-0.46165,1.7009,1.7737,-0.69817,-0.20908,0
0.30777,-0.31957,-0.11764,0.034377,-0.86729,-0.61426,1.4695,1.4898,-0.50822,-0.30699,1.7245,1.0986,-0.61426,-0.20908,0
0.30777,-0.31957,-0.11764,0.034377,-0.8877,-0.61426,1.5227,1.5547,-0.32978,-0.42183,1.805,1.9011,-0.61426,-0.20908,0
-0.023004,-0.34671,-0.076178,0.0070151,-0.39498,-0.3677,0.42711,0.27875,0.75726,-0.79008,0.17867,1.9656,-0.3677,-0.18792,0
0.27667,0.12243,0.33656,0.29719,0.41158,-0.36856,-0.5655,-0.72203,-0.45479,0.76528,-0.36745,-1.1493,-0.36856,-0.40178,0
0.28996,-0.33771,-0.21238,0.016092,-1.3986,-0.70046,1.4203,1.449,-0.046382,-0.72346,-1.855,-1.5693,-0.70046,-0.19496,0
0.3148,-0.047304,0.14907,0.041606,-0.20205,-0.36118,-0.040707,-0.23767,-0.85145,-0.75439,0.21704,1.2975,-0.36118,-0.21463,0
0.3148,-0.047304,0.14907,0.041606,-0.13004,-0.36118,-0.028684,-0.24022,-0.78819,-0.60144,-0.38161,0.59731,-0.36118,-0.21463,0
0.3148,-0.047304,0.14907,0.041606,-0.12948,-0.36118,-0.037377,-0.24319,-0.86064,-0.7179,-0.31973,0.77844,-0.36118,-0.21463,0
1.5275,0.92165,1.3665,1.2175,0.70799,-0.36301,-0.36423,-0.65465,0.23589,0.93997,1.7709,0.86005,-0.36301,-0.95413,0
0.60997,-0.058356,0.30726,0.32734,-0.16143,-0.69858,0.13211,-0.16996,-0.54719,0.19684,-1.4636,-2.4473,-0.69858,-0.42273,0
0.3148,-0.047303,0.14907,0.041606,-0.2669,-0.36118,-0.047751,-0.22587,-0.72939,-0.69607,0.28022,1.4531,-0.36118,-0.21463,0
0.27295,-0.092072,-0.00036236,0.29317,-0.42567,-0.36928,0.78731,0.67282,0.047162,-0.13433,0.43068,0.76883,-0.36928,-0.39897,0
0.27667,0.17506,0.33656,0.29719,0.4153,-0.36856,-0.5844,-0.74227,-0.81615,0.78262,-0.15751,-0.73287,-0.36856,-0.40178,0
0.27667,0.17506,0.33656,0.29719,0.41854,-0.36856,-0.60446,-0.72997,-0.74084,0.82759,-0.10712,-1.1048,-0.36856,-0.40178,0
0.27667,0.17506,0.33656,0.29719,0.44975,-0.36856,-0.60858,-0.76906,-0.66757,0.69876,-0.20834,-0.78694,-0.36856,-0.40178,0
0.27667,0.17506,0.33656,0.29719,0.45335,-0.36856,-0.62742,-0.7628,-0.75589,0.73464,-0.17817,-1.2114,-0.36856,-0.40178,0
0.27667,0.17506,0.33656,0.29719,0.34353,-0.36856,-0.56891,-0.72218,-0.73307,0.81925,-0.48142,-1.2847,-0.36856,-0.40178,0
-1.2234,-1.3816,-1.2531,-1.1547,-0.93085,-0.36326,0.10827,0.075337,-0.49661,-0.88474,-1.2654,-0.82876,-0.36326,0.96799,0
0.28358,-0.080706,0.27562,0.30468,0.16117,-0.53425,-0.15487,-0.36108,-0.50907,1.0012,-0.25921,-0.59857,-0.53425,-0.40701,0
0.28358,-0.080706,0.2631,0.30468,0.11527,-0.53426,-0.13834,-0.35205,-0.69269,0.78667,0.081961,-0.58314,-0.53426,-0.40701,0
-2.1376,-2.1725,-2.3637,-2.3376,-1.1223,-0.36245,0.86304,1.2298,-0.61001,-1.7017,-1.6855,0.35182,-0.36245,3.0754,0
0.28358,-0.080705,0.28226,0.30468,0.16958,-0.61776,-0.1632,-0.3594,-0.42633,0.95648,0.070029,-0.34093,-0.61776,-0.40701,0
0.28358,-0.080706,0.2631,0.15711,0.088205,-0.61777,-0.14357,-0.3341,-0.48987,0.83152,0.022534,-0.57991,-0.61777,-0.29844,0
0.28358,-0.080706,0.27562,0.30468,0.085515,-0.61777,-0.14483,-0.34012,-0.67196,0.79317,0.17216,-0.30722,-0.61777,-0.40701,0
